LONGITUDE,LATITUDE,TIMESTAMP,NO
-2.3374,114.2041,22082015,629
-2.0768,113.7492,22082015,630
-2.336,114.1946,22082015,631
-2.1051,114.0055,22082015,632
-2.0629,113.7208,22082015,633
-2.0526,113.9735,22082015,634
-2.0511,113.9638,22082015,635
-2.0467,113.9709,22082015,636
-2.0453,113.9611,22082015,637
-1.8677,113.5137,22082015,638
-1.8662,113.5035,22082015,639
-1.8581,113.5151,22082015,640
-1.8566,113.5049,22082015,641
-1.8769,113.5055,23082015,642
-1.8793,113.5222,23082015,643
-1.8943,113.6242,23082015,644
-1.9314,113.7074,23082015,645
-1.9349,113.7011,23082015,646
-2.0515,113.9706,23082015,647
-2.0641,113.9689,23082015,648
-2.0828,113.7456,23082015,649
-2.1074,113.7421,23082015,650
-2.1197,113.7403,23082015,651
-2.1104,113.736,23082015,652
-2.2514,113.8189,23082015,653
-2.3192,114.1122,23082015,654
-2.3459,114.2066,23082015,655
-2.363,114.1451,23082015,656
-2.345,114.2012,23082015,657
-2.3626,114.1397,23082015,658
-2.3653,114.1589,23082015,659
-1.615,113.595,23082015,660
-1.6195,113.588,23082015,661
-1.8648,113.5071,23082015,662
-2.295,113.8571,23082015,663
-2.1477,113.9594,23082015,664
-2.1694,113.8104,23082015,665
-2.1078,113.7422,23082015,666
-2.0657,113.964,23082015,667
-2.056,113.9625,23082015,668
-2.0869,113.7499,23082015,669
-2.0462,113.9611,23082015,670
-2.0722,113.7156,23082015,671
-1.9215,113.5543,23082015,672
-1.8933,113.6135,23082015,673
-1.6805,113.3753,23082015,674
-1.5419,113.8395,23082015,675
-2.2528,113.8186,23082015,676
-2.1013,113.7461,23082015,677
-2.2532,113.8234,23082015,678
-2.108,113.7133,23082015,679
-2.1022,113.7397,23082015,680
-2.1131,113.7332,23082015,681
-2.2452,113.8019,23082015,682
-2.2496,113.8332,23082015,683
-2.244,113.8291,23082015,684
-2.1065,113.7447,24082015,685
-2.1213,113.7426,24082015,686
-2.106,113.7386,24082015,687
-2.1102,113.7653,24082015,688
-2.1208,113.7365,24082015,689
-2.2551,113.8187,24082015,690
-2.3464,114.1964,24082015,691
-2.3363,114.195,24082015,692
-2.3395,114.172,24082015,693
-2.2318,114.1391,24082015,694
-2.2576,113.9518,24082015,695
-2.2503,113.9444,24082015,696
-2.2589,113.8111,24082015,697
-2.2469,113.8217,24082015,698
-2.2486,113.8096,24082015,699
-2.1902,113.8505,24082015,700
-2.1459,113.9601,24082015,701
-2.1492,113.8635,24082015,702
-2.1127,113.7476,24082015,703
-2.1144,113.7354,24082015,704
-2.1161,113.7232,24082015,705
-2.104,113.7339,24082015,706
-2.1065,113.7403,24082015,707
-2.1082,113.7281,24082015,708
-2.0532,113.9647,24082015,709
-2.0857,113.7373,24082015,710
-2.0875,113.7252,24082015,711
-2.043,113.9632,24082015,712
-2.0684,113.7101,24082015,713
-1.7904,113.4243,24082015,714
-1.7921,113.4116,24082015,715
-1.6294,113.5678,24082015,716
-1.6172,113.5786,24082015,717
-1.619,113.5663,24082015,718
-1.5965,113.4556,24082015,719
-2.0466,113.9708,24082015,720
-2.1068,113.7418,24082015,721
-2.1382,113.9571,24082015,722
-2.1014,113.7357,24082015,723
-2.1038,113.7513,24082015,724
-2.1368,113.9658,24082015,725
-2.1131,113.734,24082015,726
-2.1154,113.7496,24082015,727
-2.2542,113.8187,24082015,728
-2.3323,114.1872,24082015,729
-2.3345,114.2016,24082015,730
-2.2426,113.8203,24082015,731
-1.6122,113.5829,24082015,732
-1.6306,113.5747,24082015,733
-1.7849,113.426,24082015,734
-1.7906,113.4235,25082015,735
-1.7254,113.9622,25082015,736
-1.6535,113.6775,25082015,737
-1.615,113.4815,25082015,738
-1.6204,113.5861,25082015,739
-1.5709,113.6742,25082015,740
-1.866,113.5119,25082015,741
-2.0541,113.9696,25082015,742
-2.0666,113.7132,25082015,743
-2.11,114.0011,25082015,744
-2.0824,113.7379,25082015,745
-2.1118,113.7337,25082015,746
-2.145,113.9623,25082015,747
-2.1519,113.8716,25082015,748
-2.233,114.2141,25082015,749
-2.2556,113.9516,25082015,750
-2.2462,113.8185,25082015,751
-2.256,113.8171,25082015,752
-2.4637,114.0468,25082015,753
-2.3403,114.1997,25082015,754
-2.2926,113.8218,25082015,755
-2.2566,113.8167,25082015,756
-2.2579,113.8077,25082015,757
-2.2477,113.8154,25082015,758
-2.2489,113.8064,25082015,759
-2.2166,113.52,25082015,760
-2.1449,113.9594,25082015,761
-2.1116,114.0001,25082015,762
-2.1077,113.9631,25082015,763
-2.1203,113.7392,25082015,764
-2.1216,113.7302,25082015,765
-2.1101,113.7468,25082015,766
-2.1113,113.7379,25082015,767
-2.1126,113.7289,25082015,768
-2.073,113.9425,25082015,769
-2.0602,113.968,25082015,770
-2.069,113.7135,25082015,771
-1.9082,113.6138,25082015,772
-1.8773,113.5116,25082015,773
-1.8283,113.3378,25082015,774
-1.8296,113.3287,25082015,775
-1.7284,113.9687,25082015,776
