LATITUDE,LONGITUDE,TIMESTAMP
-2.1893,111.4715,05/09/2015
-2.1236,111.1044,05/09/2015
-2.122,111.0973,05/09/2015
-1.9279,111.9703,05/09/2015
-1.9345,111.9662,05/09/2015
-1.8823,111.8457,05/09/2015
-1.8854,111.8231,05/09/2015
-1.8752,111.8377,05/09/2015
-1.8785,111.8152,05/09/2015
-1.8122,111.6897,05/09/2015
-1.3476,111.8484,05/09/2015
-1.3161,111.7762,05/09/2015
-2.3925,111.4444,05/09/2015
-2.2673,111.4201,05/09/2015
-1.9599,111.8974,05/09/2015
-1.9612,111.8884,05/09/2015
-1.956,111.7313,05/09/2015
-1.9367,111.7377,05/09/2015
-1.9264,111.7454,05/09/2015
-1.9277,111.7364,05/09/2015
-1.929,111.7274,05/09/2015
-1.9547,111.5482,05/09/2015
-1.956,111.5392,05/09/2015
-2.4589,111.6879,05/09/2015
-2.4602,111.6789,05/09/2015
-1.8397,111.128,05/09/2015
-1.841,111.1191,05/09/2015
-1.8756,111.837,05/09/2015
-2.2703,111.4221,06/09/2015
-2.1773,111.4962,06/09/2015
-2.01,111.1675,06/09/2015
-1.9027,111.6864,06/09/2015
-1.834,110.838,06/09/2015
-1.8336,110.8321,06/09/2015
-1.7392,110.8622,06/09/2015
-1.736,110.8663,06/09/2015
-1.3099,111.7835,06/09/2015
-1.2839,111.1736,06/09/2015
-2.1798,111.4998,07/09/2015
-2.1847,111.4919,07/09/2015
-2.1884,111.5153,07/09/2015
-2.3206,111.4378,07/09/2015
-2.1777,111.9446,07/09/2015
-1.5157,111.177,08/09/2015
-1.583,110.8033,08/09/2015
-1.5846,110.814,08/09/2015
-1.6498,111.0434,08/09/2015
-1.6825,111.1295,08/09/2015
-1.6841,111.1405,08/09/2015
-1.6874,111.1634,08/09/2015
-1.6763,111.017,08/09/2015
-1.6844,111.0724,08/09/2015
-1.686,111.0836,08/09/2015
-1.6862,111.0155,08/09/2015
-1.7224,111.193,08/09/2015
-1.724,111.2041,08/09/2015
-1.8825,111.8051,08/09/2015
-1.8248,111.0574,08/09/2015
-1.8262,111.0627,08/09/2015
-1.9107,111.657,08/09/2015
-1.9706,111.489,08/09/2015
-1.9797,111.2777,08/09/2015
-2.0287,111.33,08/09/2015
-2.216,111.4966,08/09/2015
-2.2502,111.443,08/09/2015
-2.2609,111.5149,08/09/2015
-2.2572,111.5096,08/09/2015
-2.2589,111.5217,08/09/2015
-2.2492,111.1629,08/09/2015
-2.2984,111.4304,08/09/2015
-2.3087,111.4289,08/09/2015
-2.3104,111.4409,08/09/2015
-2.3207,111.4394,08/09/2015
-2.4441,111.7278,08/09/2015
-2.436,111.2545,08/09/2015
-2.4529,111.3722,08/09/2015
-2.4546,111.3841,08/09/2015
-2.086,111.0948,08/09/2015
-2.0873,111.0859,08/09/2015
-2.0147,111.5298,08/09/2015
-2.016,111.5209,08/09/2015
-2.0453,111.316,08/09/2015
-1.9569,111.8621,08/09/2015
-2.0347,111.317,08/09/2015
-2.036,111.3081,08/09/2015
-2.0627,111.1212,08/09/2015
-2.0639,111.1123,08/09/2015
-1.9531,111.8248,08/09/2015
-1.9544,111.8158,08/09/2015
-1.9633,111.753,08/09/2015
-1.9646,111.744,08/09/2015
-1.9735,111.6174,08/09/2015
-2.0308,111.2165,08/09/2015
-1.9377,111.7401,08/09/2015
-1.9389,111.7312,08/09/2015
-1.9645,111.5523,08/09/2015
-1.9747,111.481,08/09/2015
-2.0116,111.2229,08/09/2015
-1.9287,111.7388,08/09/2015
-1.9581,111.5332,08/09/2015
-1.9658,111.4797,08/09/2015
-1.967,111.4708,08/09/2015
-1.9861,111.2737,08/09/2015
-1.9874,111.2648,08/09/2015
-1.9886,111.2559,08/09/2015
-1.9428,111.5128,08/09/2015
-1.8927,111.7978,08/09/2015
-1.9133,111.6544,08/09/2015
-1.9043,111.6531,08/09/2015
-1.9256,111.441,08/09/2015
-1.9535,111.2452,08/09/2015
-1.8694,111.7705,08/09/2015
-1.8733,111.7435,08/09/2015
-1.8745,111.7346,08/09/2015
-1.8604,111.7691,08/09/2015
-1.8949,111.4639,08/09/2015
-1.8962,111.455,08/09/2015
-1.8859,111.4626,08/09/2015
-1.9597,110.9462,08/09/2015
-1.8154,111.8912,08/09/2015
-1.8167,111.8822,08/09/2015
-1.8833,111.4168,08/09/2015
-1.8846,111.4079,08/09/2015
-1.901,111.165,08/09/2015
-1.9023,111.1561,08/09/2015
-1.8245,111.5721,08/09/2015
-1.8421,111.3769,08/09/2015
-1.9159,110.8605,08/09/2015
-1.8382,111.34,08/09/2015
-1.7859,111.6419,08/09/2015
-1.7872,111.633,08/09/2015
-1.7731,111.6675,08/09/2015
-1.7744,111.6585,08/09/2015
-1.8418,111.1226,08/09/2015
-1.7654,111.5933,08/09/2015
-1.7833,111.4684,08/09/2015
-1.8075,111.2992,08/09/2015
-1.8201,111.1467,08/09/2015
-1.5865,111.9473,08/09/2015
-1.5878,111.9382,08/09/2015
-1.5891,111.9292,08/09/2015
-1.7448,110.7691,08/09/2015
-1.6836,111.1331,08/09/2015
-1.7025,110.8087,08/09/2015
-1.7038,110.7997,08/09/2015
-1.6351,111.1533,08/09/2015
-1.6261,111.0885,08/09/2015
-1.5718,111.2112,08/09/2015
-1.5731,111.2023,08/09/2015
-1.6125,110.8629,08/09/2015
-1.6137,110.854,08/09/2015
-1.6086,110.8259,08/09/2015
-1.6099,110.817,08/09/2015
-1.4167,111.9753,08/09/2015
-1.5004,111.3917,08/09/2015
-1.5017,111.3828,08/09/2015
-1.5754,110.8666,08/09/2015
-1.5843,110.8042,08/09/2015
-1.4927,111.3815,08/09/2015
-1.4871,111.1562,08/09/2015
-1.4883,111.1473,08/09/2015
-1.4285,111.502,08/09/2015
-1.35,111.987,08/09/2015
-1.3513,111.9779,08/09/2015
-1.341,111.9857,08/09/2015
-1.3423,111.9766,08/09/2015
-1.3167,111.8377,08/09/2015
-1.318,111.8286,08/09/2015
-1.3244,111.7835,08/09/2015
-1.3257,111.7745,08/09/2015
-1.3052,111.79,08/09/2015
-1.3,111.7616,08/09/2015
-1.3013,111.7526,08/09/2015
-1.2756,111.7397,08/09/2015
-1.2859,111.6678,08/09/2015
-1.2872,111.6589,08/09/2015
-1.2769,111.6665,08/09/2015
-1.2782,111.6575,08/09/2015
-1.2551,111.6203,08/09/2015
-1.2563,111.6113,08/09/2015
-1.3046,111.145,08/09/2015
-1.3059,111.1361,08/09/2015
-1.2956,111.1437,08/09/2015
-1.2969,111.1348,08/09/2015
-2.4789,111.6906,08/09/2015
-2.498,111.4931,08/09/2015
-2.4571,111.7148,08/09/2015
-2.4782,111.4392,08/09/2015
-2.4195,111.722,08/09/2015
-2.4259,111.6136,08/09/2015
-2.4272,111.6046,08/09/2015
-2.4539,111.4175,08/09/2015
-2.4603,111.373,08/09/2015
-2.4169,111.6123,08/09/2015
-2.4182,111.6033,08/09/2015
-2.4513,111.3717,08/09/2015
-2.3926,111.4632,08/09/2015
-2.3938,111.4543,08/09/2015
-2.3951,111.4454,08/09/2015
-2.3964,111.4365,08/09/2015
-2.3858,111.4374,08/09/2015
-2.3284,111.7113,08/09/2015
-2.3219,111.4373,08/09/2015
-2.3231,111.4284,08/09/2015
-2.3129,111.436,08/09/2015
-2.304,111.4347,08/09/2015
-2.3052,111.4258,08/09/2015
-2.2829,111.3897,08/09/2015
-2.2841,111.3808,08/09/2015
-2.2612,111.4774,08/09/2015
-2.2573,111.4405,08/09/2015
-2.2343,111.4736,08/09/2015
-2.2356,111.4647,08/09/2015
-2.2228,111.4901,08/09/2015
-2.2267,111.4634,08/09/2015
-2.2139,111.4888,08/09/2015
-2.21,111.4519,08/09/2015
-2.2113,111.443,08/09/2015
-2.1943,111.4885,08/09/2015
-2.1956,111.4796,08/09/2015
-2.1866,111.4147,08/09/2015
-2.1534,111.519,08/09/2015
-2.0928,111.5592,08/09/2015
-2.0838,111.5579,08/09/2015
-2.0965,111.4051,08/09/2015
-2.1334,111.147,08/09/2015
-2.1448,111.0669,08/09/2015
-2.1461,111.058,08/09/2015
-2.0722,111.3835,08/09/2015
-2.076,111.3567,08/09/2015
-2.0709,111.3288,08/09/2015
-2.1052,111.0885,08/09/2015
-2.0505,111.4076,08/09/2015
-1.9684,111.9163,08/09/2015
-2.0822,111.1215,08/09/2015
-2.0835,111.1126,08/09/2015
-2.3028,111.4346,08/09/2015
-2.3196,111.4482,08/09/2015
-2.0709,111.1106,09/09/2015
-2.0561,111.1036,09/09/2015
-1.5885,110.8335,09/09/2015
-1.588,110.8251,09/09/2015
-2.4914,111.6556,09/09/2015
-2.479,111.6539,09/09/2015
-2.502,111.3968,09/09/2015
-2.3389,111.4377,09/09/2015
-2.3264,111.4359,09/09/2015
-2.2548,111.4755,09/09/2015
-1.9231,111.7887,09/09/2015
-1.9255,111.7717,09/09/2015
-1.8774,111.8512,09/09/2015
-1.8797,111.8345,09/09/2015
-1.8728,111.8442,09/09/2015
-1.8752,111.8274,09/09/2015
-2.479,111.6643,09/09/2015
-1.0266,111.4946,10/09/2015
-1.2938,111.8082,10/09/2015
-1.2951,111.8171,10/09/2015
-1.2971,111.1407,10/09/2015
-1.2984,111.1496,10/09/2015
-1.5597,111.0479,10/09/2015
-1.6114,110.8404,10/09/2015
-1.7199,110.8854,10/09/2015
-1.8579,111.8216,10/09/2015
-1.8786,111.8371,10/09/2015
-1.8799,111.8461,10/09/2015
-1.8897,111.7254,10/09/2015
-1.9093,111.7959,10/09/2015
-1.9212,111.877,10/09/2015
-1.9169,111.7857,10/09/2015
-1.9183,111.7947,10/09/2015
-1.9061,111.6499,10/09/2015
-1.9074,111.6588,10/09/2015
-1.9259,111.7844,10/09/2015
-1.8873,111.4611,10/09/2015
-1.8965,111.5235,10/09/2015
-1.9381,111.74,10/09/2015
-1.9617,111.5265,10/09/2015
-1.8892,110.7849,10/09/2015
-1.8905,110.7938,10/09/2015
-2.0831,111.5392,10/09/2015
-2.1056,111.6914,10/09/2015
-2.1348,111.1373,10/09/2015
-2.2232,111.4885,10/09/2015
-2.2591,111.4834,10/09/2015
-2.2702,111.4303,10/09/2015
-2.2844,111.4647,10/09/2015
-2.2829,111.392,10/09/2015
-2.3356,111.4392,10/09/2015
-2.337,111.4481,10/09/2015
-2.3446,111.4379,10/09/2015
-2.4318,111.2765,10/09/2015
-2.487,111.6522,10/09/2015
-2.4868,111.588,10/09/2015
-2.4881,111.597,10/09/2015
-2.4747,111.4435,10/09/2015
-2.4958,111.5868,10/09/2015
-2.493,111.6584,10/09/2015
-2.4945,111.6476,10/09/2015
-2.4924,111.5917,10/09/2015
-2.494,111.5808,10/09/2015
-2.4991,111.4007,10/09/2015
-2.2267,111.8907,10/09/2015
-2.2851,111.4718,10/09/2015
-2.2867,111.4608,10/09/2015
-2.286,111.3927,10/09/2015
-2.2868,111.3871,10/09/2015
-2.2657,111.4634,10/09/2015
-2.2673,111.4523,10/09/2015
-2.223,111.4798,10/09/2015
-2.2177,111.4453,10/09/2015
-2.2001,111.499,10/09/2015
-2.2016,111.488,10/09/2015
-2.2207,111.205,10/09/2015
-2.1107,111.6896,10/09/2015
-2.1206,111.3342,10/09/2015
-2.1374,111.1398,10/09/2015
-2.139,111.1282,10/09/2015
-2.1378,111.1461,10/09/2015
-2.1395,111.1346,10/09/2015
-2.1294,111.1332,10/09/2015
-2.0721,111.3901,10/09/2015
-1.9702,111.5257,10/09/2015
-1.9718,111.5148,10/09/2015
-1.8893,111.453,10/09/2015
-1.9259,111.1273,10/09/2015
-1.8798,110.9486,10/09/2015
-1.816,111.105,10/09/2015
-1.7494,111.5044,10/09/2015
-1.7509,111.4935,10/09/2015
-1.6972,111.5793,10/09/2015
-1.6987,111.5686,10/09/2015
-1.6874,111.5779,10/09/2015
-1.6889,111.5672,10/09/2015
-1.6746,111.5981,10/09/2015
-1.6761,111.5873,10/09/2015
-1.6795,111.0621,10/09/2015
-1.5898,111.1883,10/09/2015
-1.5914,111.177,10/09/2015
-1.577,110.9954,10/09/2015
-1.5786,110.9842,10/09/2015
-1.5767,110.8522,10/09/2015
-1.3111,111.795,10/09/2015
-1.2865,111.807,10/09/2015
-1.2769,111.8056,10/09/2015
-1.3011,111.1348,10/09/2015
-1.8806,111.8478,10/09/2015
-1.9137,111.7869,10/09/2015
-1.9979,111.597,10/09/2015
-2.0118,111.5833,10/09/2015
-2.0095,111.5986,10/09/2015
-2.2144,111.4557,10/09/2015
-2.2827,111.466,10/09/2015
-2.2826,111.4564,10/09/2015
-2.3347,111.4187,10/09/2015
-2.3325,111.4334,10/09/2015
-2.3303,111.4483,10/09/2015
-2.3439,111.4351,10/09/2015
-2.3697,111.6459,10/09/2015
-1.7104,110.7596,10/09/2015
-2.2828,111.4674,10/09/2015
-2.3308,111.4363,10/09/2015
-2.3325,111.4483,10/09/2015
-2.3623,111.6539,10/09/2015
-2.3401,111.4444,12/09/2015
-2.3414,111.4347,12/09/2015
-2.3428,111.4251,12/09/2015
-2.3308,111.443,12/09/2015
-2.3321,111.4334,12/09/2015
-2.3215,111.4417,12/09/2015
-2.3228,111.432,12/09/2015
-2.258,111.309,12/09/2015
-2.2593,111.2995,12/09/2015
-1.9546,111.2365,12/09/2015
-1.9389,111.2148,12/09/2015
-1.604,110.8241,12/09/2015
-2.3207,111.4343,12/09/2015
-2.3221,111.4432,12/09/2015
-2.3297,111.433,12/09/2015
-2.331,111.4419,12/09/2015
-2.3387,111.4317,12/09/2015
-2.34,111.4406,12/09/2015
-1.8492,111.7936,13/09/2015
-1.8724,111.8481,13/09/2015
-1.9469,111.9502,13/09/2015
-1.9901,111.7124,13/09/2015
-2.0073,111.7314,13/09/2015
-1.9148,111.7876,13/09/2015
-1.9753,111.5421,13/09/2015
-2.0142,111.5169,13/09/2015
-2.0804,111.3805,13/09/2015
-1.4534,111.9723,13/09/2015
-1.5545,111.0575,13/09/2015
-2.3391,111.4426,14/09/2015
-1.57,110.8422,14/09/2015
-1.2929,111.959,14/09/2015
-1.2978,111.7158,14/09/2015
-2.4947,111.4116,14/09/2015
-2.4961,111.4022,14/09/2015
-2.446,111.4239,14/09/2015
-2.3237,111.7051,14/09/2015
-2.3436,111.4322,14/09/2015
-2.333,111.4403,14/09/2015
-2.3344,111.4309,14/09/2015
-2.3238,111.439,14/09/2015
-2.3252,111.4296,14/09/2015
-2.2843,111.4654,14/09/2015
-2.2752,111.4641,14/09/2015
-2.2792,111.4359,14/09/2015
-2.2832,111.4077,14/09/2015
-2.2542,111.4802,14/09/2015
-2.245,111.4789,14/09/2015
-2.2517,111.3648,14/09/2015
-2.253,111.3553,14/09/2015
-2.2246,111.2388,14/09/2015
-2.1149,111.4289,14/09/2015
-2.0756,111.3754,14/09/2015
-2.0054,111.6822,14/09/2015
-2.0455,111.3365,14/09/2015
-1.9417,111.7387,14/09/2015
-1.943,111.7295,14/09/2015
-1.9626,111.5251,14/09/2015
-2.0023,111.2436,14/09/2015
-1.9735,111.2622,14/09/2015
-1.8795,111.8539,14/09/2015
-1.886,111.8084,14/09/2015
-1.9017,111.6985,14/09/2015
-1.903,111.6894,14/09/2015
-1.8705,111.8526,14/09/2015
-1.8563,111.8227,14/09/2015
-1.8575,111.8136,14/09/2015
-1.8588,111.8045,14/09/2015
-1.7064,111.5174,14/09/2015
-1.7319,110.7561,14/09/2015
-1.7333,110.7463,14/09/2015
-1.6868,110.9394,14/09/2015
-1.4903,111.1565,14/09/2015
-1.6986,111.5248,14/09/2015
-1.6924,110.7964,14/09/2015
-1.8542,111.8119,14/09/2015
-1.8558,111.8223,14/09/2015
-1.8832,111.8076,14/09/2015
-1.8847,111.818,14/09/2015
-1.8978,111.6914,14/09/2015
-1.8994,111.7018,14/09/2015
-1.9121,111.7859,14/09/2015
-1.9348,111.7397,14/09/2015
-2.1127,111.4282,14/09/2015
-2.245,111.485,14/09/2015
-2.2728,111.4699,14/09/2015
-2.3203,111.4354,14/09/2015
-2.3301,111.434,14/09/2015
-2.3317,111.4448,14/09/2015
-2.3399,111.4326,14/09/2015
-1.8615,111.822,15/09/2015
-1.9501,111.2356,15/09/2015
-1.9973,111.2434,15/09/2015
-2.1985,111.4473,15/09/2015
-2.2513,111.4868,15/09/2015
-2.2481,111.4813,15/09/2015
-2.3003,111.2736,15/09/2015
-2.336,111.4378,15/09/2015
-2.3327,111.4319,15/09/2015
-2.3656,111.7037,15/09/2015
-2.2481,111.8731,15/09/2015
-1.5794,111.1044,15/09/2015
-1.5807,111.095,15/09/2015
-1.2803,111.978,15/09/2015
-1.2818,111.9676,15/09/2015
-1.2708,111.8396,15/09/2015
-1.2612,111.8381,15/09/2015
-1.8606,111.8268,15/09/2015
-1.8576,111.8201,15/09/2015
-2.3952,111.4338,16/09/2015
-2.0509,111.3317,19/09/2015
-1.8582,111.8308,19/09/2015
-1.8769,111.7068,19/09/2015
-1.9007,111.308,19/09/2015
-1.9297,111.5043,19/09/2015
-1.9099,111.3067,19/09/2015
-1.9735,111.4921,19/09/2015
-2.1986,111.3902,19/09/2015
-2.2586,111.4888,19/09/2015
-2.3753,111.466,19/09/2015
-2.4922,111.6959,19/09/2015
-2.4348,111.5992,19/09/2015
-2.2056,111.3947,19/09/2015
-2.1821,111.4858,19/09/2015
-2.1838,111.4742,19/09/2015
-1.6255,110.812,19/09/2015
-2.1784,111.4867,19/09/2015
-2.2524,111.4907,19/09/2015
-2.3274,111.4433,19/09/2015
-2.3652,111.4623,19/09/2015
-1.3379,111.9542,20/09/2015
-1.3346,111.9615,20/09/2015
-1.3291,111.9244,20/09/2015
-2.4681,111.2531,20/09/2015
-1.3267,111.9083,21/09/2015
-1.3374,111.9069,21/09/2015
-1.8866,111.8157,21/09/2015
-1.9577,111.2189,21/09/2015
-2.1936,111.4864,21/09/2015
-2.4399,111.7104,21/09/2015
-2.432,111.7279,21/09/2015
-2.4354,111.7045,21/09/2015
-2.1471,111.955,21/09/2015
-2.1397,111.9471,21/09/2015
-2.1928,111.4817,21/09/2015
-2.0474,111.9118,21/09/2015
-2.0545,111.9078,21/09/2015
-2.0053,111.7627,21/09/2015
-2.0085,111.7397,21/09/2015
-2.026,111.1682,21/09/2015
-2.0008,111.2427,21/09/2015
-1.9098,111.7889,21/09/2015
-1.8929,111.8096,21/09/2015
-1.8869,111.8036,21/09/2015
-1.5993,111.9553,21/09/2015
-1.6023,111.9345,21/09/2015
-1.6044,111.9501,21/09/2015
-1.3402,111.9435,21/09/2015
-1.3432,111.9221,21/09/2015
-1.3324,111.9376,21/09/2015
-1.264,111.8397,21/09/2015
-1.2561,111.8315,21/09/2015
-2.2235,111.484,21/09/2015
-2.1954,111.489,21/09/2015
-2.1966,111.4801,21/09/2015
-2.1774,111.4864,21/09/2015
-2.1458,111.4486,21/09/2015
-2.0856,111.4218,21/09/2015
-2.0743,111.3683,21/09/2015
-2.0106,111.7512,21/09/2015
-2.0119,111.7422,21/09/2015
-2.0016,111.7499,21/09/2015
-2.0029,111.7409,21/09/2015
-2.0054,111.723,21/09/2015
-2.0538,111.3836,21/09/2015
-2.0372,111.4358,21/09/2015
-2.0487,111.3555,21/09/2015
-2.0944,111.0346,21/09/2015
-1.9887,111.5836,21/09/2015
-2.0065,111.4586,21/09/2015
-2.0292,111.1709,21/09/2015
-1.9686,111.5292,21/09/2015
-1.9583,111.5368,21/09/2015
-1.92,111.7413,21/09/2015
-1.9213,111.7324,21/09/2015
-1.9021,111.8029,21/09/2015
-1.9034,111.7939,21/09/2015
-1.9059,111.7759,21/09/2015
-1.9072,111.767,21/09/2015
-1.9417,111.5253,21/09/2015
-1.9429,111.5164,21/09/2015
-1.9836,111.2311,21/09/2015
-1.8905,111.8195,21/09/2015
-1.8918,111.8106,21/09/2015
-1.9327,111.524,21/09/2015
-1.8815,111.8183,21/09/2015
-1.8828,111.8093,21/09/2015
-1.8584,111.8516,21/09/2015
-1.9465,111.2349,21/09/2015
-1.8178,111.6197,21/09/2015
-1.6424,111.9462,21/09/2015
-1.7066,110.7845,21/09/2015
-1.3484,111.9441,21/09/2015
-1.3496,111.935,21/09/2015
-1.3393,111.9428,21/09/2015
-1.3406,111.9337,21/09/2015
-1.3303,111.9415,21/09/2015
-1.3316,111.9324,21/09/2015
-1.3251,111.913,21/09/2015
-2.4788,111.6942,21/09/2015
-2.4289,111.7235,21/09/2015
-2.4301,111.7146,21/09/2015
-2.4607,111.5003,21/09/2015
-2.4443,111.4188,21/09/2015
-2.4492,111.2558,21/09/2015
-2.3805,111.6099,21/09/2015
-2.3357,111.6672,21/09/2015
-2.3369,111.6583,21/09/2015
-2.3216,111.7017,21/09/2015
-2.3229,111.6927,21/09/2015
-2.3267,111.6659,21/09/2015
-2.3307,111.442,21/09/2015
-2.3345,111.4153,21/09/2015
-2.258,111.4344,21/09/2015
-2.2593,111.4254,21/09/2015
-2.1803,111.9164,21/09/2015
-1.3227,111.9159,21/09/2015
-1.3358,111.9419,21/09/2015
-1.3448,111.9406,21/09/2015
-1.8793,111.8173,21/09/2015
-1.8806,111.8264,21/09/2015
-1.8883,111.816,21/09/2015
-1.7798,110.9505,21/09/2015
-1.9011,111.7769,21/09/2015
-1.9051,111.8043,21/09/2015
-1.7892,110.9492,21/09/2015
-1.9144,111.7412,21/09/2015
-1.9391,111.531,21/09/2015
-1.9988,111.7478,21/09/2015
-2.0058,111.7403,21/09/2015
-2.0072,111.7494,21/09/2015
-2.035,111.4348,21/09/2015
-2.0364,111.4441,21/09/2015
-2.1893,111.4855,21/09/2015
-2.3236,111.7043,21/09/2015
-2.3273,111.6664,21/09/2015
-2.3364,111.6651,21/09/2015
-2.3221,111.4416,21/09/2015
-2.3349,111.4141,21/09/2015
-2.4267,111.72,21/09/2015
-2.428,111.729,21/09/2015
-2.479,111.6974,21/09/2015
-1.3626,111.8957,22/09/2015
-1.3583,111.8897,22/09/2015
-1.8969,111.8215,22/09/2015
-1.9092,111.5259,22/09/2015
-2.0019,111.9826,22/09/2015
-2.0112,111.5063,22/09/2015
-2.0141,111.5263,22/09/2015
-2.0395,111.4346,22/09/2015
-2.0297,111.1786,22/09/2015
-2.1899,111.3897,22/09/2015
-2.1906,111.3962,22/09/2015
-2.1248,111.1364,22/09/2015
-2.1263,111.1254,22/09/2015
-2.0071,111.7372,22/09/2015
-2.0089,111.7251,22/09/2015
-2.018,111.5186,22/09/2015
-2.0896,111.0297,22/09/2015
-1.9974,111.5879,22/09/2015
-2.0061,111.5289,22/09/2015
-2.0078,111.5172,22/09/2015
-2.0486,111.2399,22/09/2015
-1.9871,111.5867,22/09/2015
-1.9888,111.5748,22/09/2015
-2.0269,111.3179,22/09/2015
-1.9553,111.7297,22/09/2015
-2.0072,111.3212,22/09/2015
-1.9571,111.7174,22/09/2015
-1.8873,111.4392,22/09/2015
-1.9335,111.1878,22/09/2015
-1.9319,111.1991,22/09/2015
-1.9435,111.1894,22/09/2015
-1.9419,111.2007,22/09/2015
-1.9026,111.4774,22/09/2015
-1.9433,111.1962,22/09/2015
-1.9417,111.2075,22/09/2015
-1.9024,111.4722,22/09/2015
-1.916,111.4503,22/09/2015
-1.96,111.2216,22/09/2015
-1.8835,111.8139,22/09/2015
-1.9363,111.5252,22/09/2015
-1.894,111.8154,22/09/2015
-1.9901,111.2257,22/09/2015
-1.9482,111.5149,22/09/2015
-1.9465,111.5267,22/09/2015
-1.9169,111.7309,22/09/2015
-1.9116,111.7677,22/09/2015
-1.908,111.7923,22/09/2015
-1.9062,111.8046,22/09/2015
-2.0298,111.1628,22/09/2015
-2.0282,111.1739,22/09/2015
-1.5435,111.0594,22/09/2015
-1.5722,110.8615,22/09/2015
-1.3244,111.9396,22/09/2015
-1.3263,111.9267,22/09/2015
-1.2868,111.9736,22/09/2015
-1.2805,111.9791,22/09/2015
-1.2823,111.9662,22/09/2015
-1.8703,111.3417,22/09/2015
-1.872,111.3302,22/09/2015
-1.9384,110.8731,22/09/2015
-1.8602,111.3402,22/09/2015
-1.8619,111.3287,22/09/2015
-1.8155,111.5735,22/09/2015
-1.8998,110.7851,22/09/2015
-1.8526,110.7669,22/09/2015
-1.6921,111.5918,22/09/2015
-1.7354,110.7982,22/09/2015
-1.7055,110.788,22/09/2015
-1.6746,110.7945,22/09/2015
-1.8608,111.8477,22/09/2015
-1.8648,111.8435,22/09/2015
-2.4812,111.6912,23/09/2015
-2.4565,111.5026,23/09/2015
-2.4477,111.4216,23/09/2015
-2.3977,111.4144,23/09/2015
-2.3704,111.4613,23/09/2015
-2.326,111.7012,23/09/2015
-2.3276,111.6905,23/09/2015
-2.3307,111.6688,23/09/2015
-2.3322,111.6579,23/09/2015
-2.3406,111.4571,23/09/2015
-2.3421,111.4459,23/09/2015
-2.1618,111.932,23/09/2015
-1.9088,111.7703,23/09/2015
-1.8917,111.8217,23/09/2015
-1.8931,111.8111,23/09/2015
-1.8946,111.8006,23/09/2015
-1.8657,111.8443,23/09/2015
-1.856,111.8429,23/09/2015
-1.9288,111.2655,23/09/2015
-1.8382,111.8297,23/09/2015
-1.8397,111.8192,23/09/2015
-1.9285,111.196,23/09/2015
-1.9301,111.1846,23/09/2015
-1.922,110.873,23/09/2015
-1.7195,110.802,23/09/2015
-1.834,111.8247,23/09/2015
-1.8875,111.8168,23/09/2015
-1.8894,111.8298,23/09/2015
-2.3349,111.666,23/09/2015
-2.3281,111.6611,23/09/2015
-2.33,111.4562,23/09/2015
-2.3409,111.4546,23/09/2015
-1.9386,111.2,24/09/2015
-2.3846,111.6136,24/09/2015
-2.3526,111.7093,24/09/2015
-2.3396,111.6644,24/09/2015
-2.3409,111.6554,24/09/2015
-2.3676,111.4681,24/09/2015
-2.3255,111.6989,24/09/2015
-2.3024,111.4769,24/09/2015
-2.0106,111.975,24/09/2015
-1.9784,111.4876,24/09/2015
-1.9797,111.4787,24/09/2015
-1.9707,111.4774,24/09/2015
-1.863,111.8457,24/09/2015
-1.868,111.749,24/09/2015
-1.8475,111.8286,24/09/2015
-1.9367,111.2033,24/09/2015
-1.9583,110.9246,24/09/2015
-1.8984,111.216,24/09/2015
-1.8201,111.307,24/09/2015
-1.8214,111.2981,24/09/2015
-1.6828,111.9455,24/09/2015
-1.8491,110.7838,24/09/2015
-1.8504,110.7748,24/09/2015
-1.6738,111.9442,24/09/2015
-1.6995,111.5115,24/09/2015
-2.4789,111.6709,25/09/2015
-2.39,111.6523,25/09/2015
-2.3925,111.6342,25/09/2015
-2.3776,111.6506,25/09/2015
-2.38,111.6325,25/09/2015
-2.3881,111.6463,25/09/2015
-2.3756,111.6445,25/09/2015
-1.8417,111.8263,25/09/2015
-1.866,111.8298,25/09/2015
-1.8635,111.8468,25/09/2015
-1.9829,111.4728,25/09/2015
-2.1328,111.7094,25/09/2015
-2.3818,111.6479,25/09/2015
-2.3754,111.644,25/09/2015
-2.379,111.6666,25/09/2015
-2.0129,111.0287,26/09/2015
-1.9244,110.872,26/09/2015
-1.7854,110.9785,26/09/2015
-1.8614,110.9476,26/09/2015
-2.4872,111.6671,26/09/2015
-2.4735,111.6805,26/09/2015
-2.4757,111.6654,26/09/2015
-2.4951,111.4561,26/09/2015
-2.3869,111.6462,26/09/2015
-2.3234,111.6924,26/09/2015
-2.252,111.7762,26/09/2015
-2.0627,111.6564,26/09/2015
-2.0661,111.6513,26/09/2015
-2.0231,111.2307,26/09/2015
-1.6267,111.3549,26/09/2015
-2.0364,111.2523,26/09/2015
-2.4751,111.6763,26/09/2015
-1.6,110.7922,28/09/2015
-1.5986,110.8014,28/09/2015
-1.6077,110.8027,28/09/2015
-1.6307,111.3495,28/09/2015
-1.9725,110.9556,28/09/2015
-1.9566,111.5102,28/09/2015
-1.9552,111.5199,28/09/2015
-2.0715,111.6819,28/09/2015
-2.1713,111.4945,28/09/2015
